Apple 蘋果, MacBook Pro 16吋 太空灰: i7六核心處理器, 512GB儲存空間, 觸控列和Touch ID
Apple 蘋果, MacBook Pro 16吋 銀: i7六核心處理器, 512GB儲存空間, 觸控列和Touch ID
Apple 蘋果, MacBook Pro 13吋 銀色: i5四核心處理器, 256GB儲存空間, 觸控列和Touch ID
Apple 蘋果, MacBook Pro 13吋 太空灰: i5四核心處理器, 256GB儲存空間, 觸控列和Touch ID
Apple 蘋果, iPhone 11 Pro Max 256G 綠
Apple 蘋果, iPhone 11 Pro Max 256GB 太空灰
Apple 蘋果, iPhone 11 Pro Max 256G 金
Apple 蘋果, iPhone 11 Pro 256GB 金
Apple 蘋果, iPhone 11 Pro 256G 綠
Apple 蘋果, iPhone 11 Pro 256GB 灰
Apple 蘋果, iPhone 11 Pro Max 64G 綠
Apple 蘋果, iPhone 11 Pro Max 64G 灰
Apple 蘋果, iPhone 11 Pro Max 64G 金
Apple 蘋果, iPhone XS 512GB 銀 (MT9M2TA/A)
Apple 蘋果, iMac 21.5吋: i5 雙核心處理器1TB 儲存空間
Apple 蘋果, Mac mini, i5 六核心處理器 512GB儲存空間
Apple 蘋果, iPhone 11 Pro 64GB 綠
Apple 蘋果, iPhone 11 Pro 64GB 金
Apple 蘋果, Mac mini, i3 四核心處理器 256GB儲存空間
Apple 蘋果, iPhone 11 64G 黑
Apple 蘋果, iPhone 11 64G 白
Apple 蘋果, iPhone 11 64GB 黃
Apple 蘋果, Mac Mini, i3 四核心處理器128GB 儲存空間
Apple 蘋果, Apple Watch Series 5 (GPS + 行動網路)，44 公釐金色鋁金屬錶殼搭配粉色運動型錶環
Apple 蘋果, Apple Watch Series 5 (GPS + 行動網路)，44 公釐銀色鋁金屬錶殼搭配白色運動型錶環
Apple 蘋果, Apple Watch Series 5 (GPS + 行動網路)，44 公釐灰色鋁金屬錶殼搭配黑色運動型錶環
Apple 蘋果, Apple Watch Series 5 (GPS + 行動網路)，40 公釐灰色鋁金屬錶殼搭配黑色運動型錶環
Apple 蘋果, Apple Watch Series 5 (GPS)，44 公釐金色鋁金屬錶殼搭配粉色運動型錶環
Apple 蘋果, Apple Watch Series 5 (GPS)，44 公釐銀色鋁金屬錶殼搭配白色運動型錶環
Apple 蘋果, Apple Watch Series 5 (GPS)，40 公釐金色鋁金屬錶殼搭配粉色運動型錶環
Apple 蘋果, Apple Watch Series 5 (GPS)，40 公釐灰色鋁金屬錶殼搭配黑色運動型錶環
Apple 蘋果, Apple Watch Series 5 (GPS)，40 公釐銀色鋁金屬錶殼搭配白色運動型錶環
Apple 蘋果, HomePod - 白
Apple 蘋果, HomePod - 太空灰
Apple 蘋果, 巧控鍵盤, 適用於 11" iPad Pro (2th) - 中文 (注音)
Apple 蘋果, 鍵盤式聰穎雙面夾, 適用於12.9" iPad Pro (4th) - 中文 (注音)
Apple 蘋果, iPod touch 32GB - 太空灰
Apple 蘋果, iPod touch 32GB - 金
Apple 蘋果, Apple TV 4K 64GB 多媒體機 MP7P2TA/A
Apple 蘋果, 鍵盤式聰穎雙面夾, 適用於11" iPad Pro (2th) - 中文 (注音)
Apple 蘋果, AirPods 2 搭配無線充電盒
Apple 蘋果, 聰穎鍵盤(MPTL2TA/A), 適用於 10.5 吋 iPad Air - 繁體中文（倉頡及注音）
Apple 蘋果, 鍵盤式聰穎雙面夾, 適用於 12.9 吋 iPad Pro(第三代) - 中文 (注音)
Apple 蘋果, AirPods 2 搭配有線充電盒
Apple 蘋果, 無線充電盒 (適用於 AirPods)
Apple 蘋果, EarPods 具備 Lightning 連接器 (MMTN2FE/A)
Apple 蘋果, iMac 27吋: i5 六核心處理器, 1TB 儲存空間, Retina 5K 顯示器
Apple 蘋果, 12.9" iPad Pro (4th) 512GB
Apple 蘋果, iPhone 11 Pro Max 256G 銀
Apple 蘋果, MacBook Air 13.3吋 金: i5四核心處理器, 512GB儲存空間, Touch ID
Apple 蘋果, MacBook Air 13.3吋 太空灰: i5四核心處理器, 512GB儲存空間, Touch ID
Apple 蘋果, 11" iPad Pro (2th) 512GB
Apple 蘋果, 12.9" iPad Pro (4th) 256GB
Apple 蘋果, 12.9" iPad Pro (4th) 128GB
Apple 蘋果, MacBook Air 13.3吋 金: i3雙核心處理器, 256GB儲存空間, Touch ID
Apple 蘋果, 11" iPad Pro (2th) 256GB
Apple 蘋果, iPhone 11 128GB 黑
Apple 蘋果, iPhone 11 128GB 白
Apple 蘋果, iPhone 11 128G 綠
